"id","en_label","en_description","enwiki_title"
"233618","Maria Menounos","American actress, journalist and television presenter","Maria Menounos"
"6789358","Matt Smith","former left-handed relief pitcher, born 1979","Matt Smith (baseball)"
"6198135","Jim Simpson","American sportscaster","Jim Simpson (sportscaster)"
"76063450","Daniel Mackinnon","(died 1830)",""
"495800","Michel Platini Mesquita","Brazilian footballer","Michel Platini (Brazilian footballer)"
"76123899","Charles Michell Aloysius Wood","(1873-1936)",""
"372394","Martin McDonagh","British-Irish film director and playwright","Martin McDonagh"
"109609123","Patrick S. Osmer","American astronomer",""
"36290","Diana Ross","American vocalist, music artist and actress","Diana Ross"
"981821","Burn Gorman","British actor","Burn Gorman"
"98761137","Peter Morgan","visual artist",""
"438096","Sidonie Goossens","British musician","Sidonie Goossens"
"21466034","Karl Mayer","Austrian painter (1810-1876)",""
"105905869","Marc Castro","American boxer","Marc Castro"
"93972642","Lily Barney","(1852-1946)",""
"8007501","William D. Murray","American football player and coach, basketball coach, college athletics administrator (1908-1986)","William D. Murray"
"96198784","Joseph Daniel","Abt 1637 - 1715",""
"39070672","Jeff Bridges","American politician from Colorado","Jeff Bridges (politician)"
"58217","Sergey Lavrov","Russian politician and Foreign Minister","Sergey Lavrov"
"57610708","Christian Meyer","football player",""
"76284546","Michael Douglas Harcourt","(born 1986)",""
"7422376","Sarah Harrison","British writer","Sarah Harrison (novelist)"
"1873341","Lucie Heinze","German actress",""
"100786825","Austin Etherington","college basketball player (2012–2016) Indiana; Butler",""
"314935","Paul Haggis","Canadian screenwriter, producer, and director","Paul Haggis"
"526128","Charles","Count of Angoulême from 1467 to 1496","Charles, Count of Angoulême"
"81520708","Marcel Remus","",""
"5499258","Frederik","Finnish singer","Frederik (singer)"
"96276527","","first born of Kim Jong-un",""
"97763825","Franciscus","",""
"112573885","Nancy Corinne Prowda","eldest daughter of Nancy Pelosi",""
"55856272","Pavlos Alifragis","researcher",""
"102944240","Chelsea D. Clinton","Ph.D. University of Oregon 2012",""
"26215868","Philippos of Arcadia","3rd century BC ancient Greek olympian",""
"593741","Project Pat","Memphis Rapper","Project Pat"
"6460817","LaQuan Smith","American fashion designer","LaQuan Smith"
"5145080","Colin Farrell","New Zealand rugby union player","Colin Farrell (rugby union)"
"45697186","Wang Yi","Ming dynasty person CBDB = 202700",""
"59679347","Mathias Schubert","German physicist","Mathias Schubert"
"453932","Ciaran Carson","Irish poet (1948-2019)","Ciaran Carson"
"14925748","Pavlos Fyssas","Greek far-left anti-fascist rapper","Pavlos Fyssas"
"24159","Jessica Pegula","American female tennis player","Jessica Pegula"
"76181825","Daniel Maclelland Laird","Peerage person ID=587088",""
"106890728","David Arnold Conradi","",""
"1040059","Carl Philip von Maldeghem","German intendant",""
"96096151","Aud H. Halbritter","researcher",""
"433990","Alexander Povetkin","Russian professional boxer","Alexander Povetkin"
"106395602","Ahmad Mansour","Australian actor",""
"30542705","Roger Moore","American photographer",""
"6225237","Jack Carney","American baseball player","Jack Carney (baseball)"
"108716965","César Santiano","Argentinian-Italian sculptor and illustrator",""
"2162819","Roland Kaiser","German actor and voice actor","Roland Kaiser (actor)"
"43118713","Gerrit Braunstahl","researcher",""
"861901","Bill Adams","footballer (1902-1963)","Bill Adams (footballer, born 1902)"
"8018545","William Smith","lawyer, historian, speaker, loyalist, and eventually Chief Justice of the Province of New York","William Smith (judge, born 1728)"
"95714903","Stéphane Rolland","",""
"79282641","Masako Iwasaki","Japanese particle physicist",""
"75292880","James Murray","British politician and Labour MP","James Murray (London politician)"
"254576","Judy Collins","American singer and songwriter","Judy Collins"
"51990270","Chris Evans","researcher (ORCID 0000-0002-4197-4202)",""
"76080125","Robert Blakeney Moon","(1908-1977)",""
"18191245","Eli Cohen","Israeli chief executive officer",""
"27908217","Axel Steinhof","scientist",""
"155879","Diana Krall","Canadian recording artist; jazz singer and pianist","Diana Krall"
"84255114","Peter J Morgan","researcher (ORCID 0000-0001-7638-7510)",""
"6224458","John Carpenter Hull","politician in Massachusetts, US","John C. Hull (politician)"
"3019176","Davy Chou","Cambodian-French artist","Davy Chou"
"95296054","Marc Angele","",""
"16297876","Gabriel Boric","President of Chile","Gabriel Boric"
"3334882","Nadia Léger","French painter (1904-1982)","Nadia Khodasevich Léger"
"99638041","Tinashe G Rufurwadzo","researcher",""
"104530701","Petr Matýsek","painter from Brno, Czechia (1885-1941)",""
"12327031","Michelle Birkballe","Danish singer, guitarist and composer",""
"313204","Kieran Culkin","American actor (born 1982)","Kieran Culkin"
"113677749","David Cameron","Scottish footballer","David Cameron (footballer, born 1902)"
"61654264","Eugenio Mirafuentes","",""
"57414707","N. V. Chemetov, N. Shemetov","researcher ORCID id 0000-0001-9635-7925",""
"65016032","Mario","Greek singer",""
"51566","Spike Lee","American filmmaker and actor (born 1957)","Spike Lee"
"1166728","Mahaut, Countess of Artois","French noble","Mahaut, Countess of Artois"
"20966498","Mark Reay","American fashion photographer, model, and actor","Mark Reay"
"116497625","George Bernard Butler","1809-1886",""
"1079331","Christian Drosten","German virologist and university teacher","Christian Drosten"
"75425437","Kate Louise Hall","(born 1993)",""
"107649373","Klaus Meineke","",""
"81763082","Gwennou Coupier","researcher",""
"110604152","Beatrix","",""
"13129159","Hugh Evans","Welsh author and publisher (1854-1934)","Hugh Evans (writer)"
"100944164","Paul Walker","college basketball player (1960–1962) Kent State",""
"56949538","Paola Cozza","researcher",""
"154952","Willem-Alexander of the Netherlands","King of the Netherlands","Willem-Alexander of the Netherlands"
"7339131","Rizwan Cheema","Canadian cricketer","Rizwan Cheema"
"107156823","David Hill","DL; Chairman and Owner, Environment Bank Ltd, since 2007; Owner and Director, Environmental Markets Exchange, since 2010",""
"2602857","Emma Suárez","Spanish actress","Emma Suárez"
"117252630","Florian Wessel","researcher",""
"96230990","Li-Qiang Wang","researcher",""
"21555368","James Taylor","British publisher (1745-1799)",""
"45709830","Shi Xiandu","Yuan dynasty person CBDB = 113136",""
"170581","Nancy Pelosi","American politician (born 1940)","Nancy Pelosi"
"3066913","Farida Khelfa","French actress and model","Farida Khelfa"
"31721","Haakon Ericsson","king of Norway and earl of Lade","Haakon Ericsson"
"1566390","Haakon Graf","Norwegian musician","Haakon Graf"
"1932603","Miguel Díaz-Canel","First Secretary of the Communist Party of Cuba and President of Cuba","Miguel Díaz-Canel"
"91779063","Julia Robertson","researcher (ORCID 0000-0002-8122-8378)",""
"79423276","Ian Jenkinson","New Zealand businessman",""
"103767","Charlie Parker","American jazz musician (1920–1955)","Charlie Parker"
"10305062","James Cameron","American civil rights activist (1914-2006)","James Cameron (activist)"
"276003","Franklin D. Roosevelt III","American economist","Franklin D. Roosevelt III"
"102422668","Eric Andrews","Ph.D. Western Michigan University 2014",""
"103343","Jennifer Connelly","American actress","Jennifer Connelly"
"86592388","Philippos Orfanos","",""
"56424307","Karim Adeyemi","German footballer (born 2002)","Karim Adeyemi"
"59485","Otto Waalkes","German comedian and singer","Otto Waalkes"
"20808796","Michael Shannon","Australian painter",""
"265852","Tim Cook","American business executive","Tim Cook"
"7881870","Umut Kekıllı","Turkish footballer","Umut Kekıllı"
"192410","Jennifer Hudson","American singer–songwriter, actress, spokesperson","Jennifer Hudson"
"49004","Patrick Swayze","American actor, singer and dancer (1952–2009)","Patrick Swayze"
"5545280","Tom Alandh","Swedish journalist","Tom Alandh"
"47693315","Thierry Breton","French official",""
"21887563","Tyler Williams","American bicycle racer","Tyler Williams (cyclist)"
"242865","Maria Teresa, Duchess Consort of Parma","Sardinian and Parmese Royal","Maria Teresa of Savoy (1803–1879)"
"17198340","Shawn Mendes","Canadian singer","Shawn Mendes"
"59284481","Luis Miranda","Brazilian politician",""
"112062934","Caroline Kennedy-Pipe","British political scientist, military historian","Caroline Kennedy-Pipe"
"100147976","Michelle Wu","",""
"15968757","Étienne Nicolas Philibert Hernoux","French politician",""
"7154213","Paul Walker","Footballer (born 1949)","Paul Walker (footballer, born 1949)"
"103087079","David Arnold Weaver","Ph.D. Duke University 1992",""
"40523","Julia Roberts","American actress (born 1967)","Julia Roberts"
"41333335","Gabriella Gobbi","researcher","Gabriella Gobbi"
"108540808","Anthony Rubio","American fashion designer","Anthony Rubio"
"98247494","Christian Balestrieri","French politician",""
"7351216","Robert Wood","Australian rugby union player","Robert Wood (rugby union, born 1948)"
"19057561","Ram Charan","",""
"527435","Sasha Gabor","Hungarian-Norwegian pornographic actor","Sasha Gabor"
"30248039","Laurent Peyrin-Biroulet","researcher",""
"22245239","Rihanna Rimes","American pornographic actress",""
"290048","Constance Marie","American actress","Constance Marie"
"2522116","Vicky Krieps","Luxembourgian-German actress (born 1983)","Vicky Krieps"
"2156168","Robbie Williams","English snooker player","Robbie Williams (snooker player)"
"16202041","Chris Hanley","American film producer","Chris Hanley"
"461391","Gavin Newsom","40th Governor of California","Gavin Newsom"
"93046965","Jeremy Jordan","researcher (ORCID 0000-0002-6224-7434)",""
"113567726","Yuina Sakai","",""
"295498","Henry Cavill","British actor","Henry Cavill"
"1265142","Haïm Brezis","French mathematician who works in functional analysis and partial differential equation","Haïm Brezis"
"23530","Dmitry Medvedev","President of Russia (2008–2012)","Dmitry Medvedev"
"100924658","Trey Smith","college basketball player (2019–2020) San Jose State",""
"76120568","Anne Catherine Shepherd","(born 1963)",""
"112450143","Melanie Nováková","",""
"5643541","Halsey Rodman","American artist","Halsey Rodman"
"60284781","Paul Rich","English singer and music publisher (1921-2000)","Paul Rich"
"110840828","Sarah Lilian Burns","Argentine forestry engineer",""
"76195773","Robin Lintorn Weaver","(born 1993)",""
"969340","Daniel Günther","German politician (CDU), Prime Minister of Schleswig-Holstein","Daniel Günther"
"42841745","Charlene Menezes","researcher",""
"13213077","L. Remacle","",""
"21537742","Samuel Emanuel Cox","(1773-1891) wild white man",""
"446960","George Miller","Australian filmmaker and former physician","George Miller (filmmaker)"
"99724","Andreas Scheuerpflug","German beach volleyball player","Andreas Scheuerpflug"
"94837367","Martin Krüger","",""
"59321885","Olena Zelenska","Sixth and current First Lady of Ukraine","Olena Zelenska"
"108585508","William","bishop of Orkney",""
"94851421","Franz Zimmermann","",""
"105523384","Michelle Williams Gamaker","",""
"88998697","Peter R Franke","researcher",""
"60691179","Francinne","Brazilian singer","Francinne"
"29343872","Junior Pius","association football player","Junior Pius"
"195616","Shashi Tharoor","Indian politician, diplomat, author","Shashi Tharoor"
"117769049","Paul Walker","British pornographic actor",""
"448877","Sidonie of Poděbrady","Czech princess","Sidonie of Poděbrady"
"41853248","Craig C Robertson","researcher",""
"76371254","Ebba Mapelli Mozzi","second wife of Alex Mapelli Mozzi; stepmother of Edoardo Mapelli Mozzi",""
"92369822","Mark Forster","researcher (ORCID 0000-0002-8077-7690)",""
"52440","LL Cool J","American rapper and actor","LL Cool J"
"11177454","Ricardo Rodríguez","Argentinian composer",""
"19873198","Lindsay Ellis","Australian rules footballer","Lindsay Ellis (footballer)"
"75501368","Bernard Neeson","Father of actor Liam Neeson",""
"708631","Pierre Soulages","French painter and engraver","Pierre Soulages"
"126599","Kristen Stewart","American actress","Kristen Stewart"
"86697483","Wolfgang Schmidt","researcher (ORCID 0000-0002-7850-6832)",""
"115594522","Jay Khan","Co-founder, COA and Mezcal Mission",""
"24007267","Kyle Friend","American-football player (1994-)","Kyle Friend"
"113618841","Alexander Höller","",""
"95332657","Thomas Bach","",""
"110520432","Béatrix","- Aft 2 Jul 1152",""
"452517","Olga Kameneva","Russian revolutionary","Olga Kameneva"
"253440","Katie McGrath","Irish actress","Katie McGrath"
"59894","Laurent de La Hyre","French painter and engraver (1606-1656)","Laurent de La Hyre"
"2580338","Wilson Cruz da Silveira","Brazilian association football player",""
"13935109","Yolanda Hadid","American television personality and former model","Yolanda Hadid"
"65582889","Jean-Paul Gaultier","French politician",""
"110969071","Bill Nelson","American college basketball coach",""
"23059202","Vanessa Mai","German singer","Vanessa Mai"
"102432118","David Garrett Robinson","Ph.D. Princeton University 2015",""
"56253155","Jonas Hofmann","German association football player(1997-)","Jonas Hofmann (footballer, born 1997)"
"6162097","Jason Brickman","Filipino-American basketball player","Jason Brickman"
"14951471","Jonathan Scott","American football player","Jonathan Scott (American football)"
"108124940","Charles Winkler","",""
"117255703","Dorothee B Bartels","researcher",""
"6958084","Naeem Khan","American fashion designer","Naeem Khan"
"1874765","Ludwig Maurer","entrepreneur",""
"75334688","Peter Morgan","(born 1987)",""
"100924439","Matt Smith","college basketball player (1999–2002) Robert Morris",""
"4154488","Catherine Denguiadé","Empress Consort of Central African","Catherine Denguiadé"
"89042512","Beatrice Grannò","Italian actress","Beatrice Grannò"
"14949383","William Adams","British merchant and Tory politician (1752-1811)","William Adams (1752–1811)"
"2586677","Giny Vos","Dutch sculptor","Giny Vos"
"98831178","Susanne Laschet","First Lady of North Rhine-Westphalia","Susanne Laschet"
"99587238","Julie Timmerman","",""
"269445","Catharina van Hemessen","Flemish Renaissance painter","Catharina van Hemessen"
"21612826","Johannes Winkelmann","botanist (1842-1921)",""
"9359924","Tommy Lee Thomas","American actor, producer and film director",""
"90081702","Steve W Martin","researcher",""
"1817","Philip the Arab","Roman Emperor (204-249)","Philip the Arab"
"27204899","Mehmet Özkan Şüküran","Turkish poet, author",""
"112892039","Felipe Torres da Silva de Araujo","researcher (ORCID 0000-0002-4785-3057)",""
"3380911","Philip","French nobleman","Philip, Count of Vertus"
"52584389","Elnaaz Norouzi","Irani-German actress and model",""
"73314994","Ahmed A Mansour","researcher",""
"58840757","Patricia Blanco-Arias","researcher ORCID ID = 0000-0002-6597-2308",""
"89743409","George W Miller","researcher",""
"115788465","Friedrich Merz","artillery lieutenant, active in Münster in the 18th century, employee of Schlaun",""
"717302","Dustin Lance Black","American screenwriter, director and producer","Dustin Lance Black"
"96592787","David Byrne (Irish criminal)","An Irish criminal who was shot dead in 2016.","David Byrne (Irish criminal)"
"1796120","Anna-Greta Leijon","Swedish politician","Anna-Greta Leijon"
"98380001","Terry R. Lewis","physician",""
"97685042","Lauren G Johnson","researcher",""
"100804600","Tom Holland","college basketball player (1972–1974) Oklahoma",""
"3756748","Gabriella Giorgelli","actress","Gabriella Giorgelli"
"108525426","Magdalena Andersson","",""
"1893672","Marco Buschmann","German politician and federal minister of Justice","Marco Buschmann"
"92210975","Jessica Williams","researcher (ORCID 0000-0002-1134-9625)",""
"97521844","Michael Jordan","researcher",""
"505645","Haim Revivo","Israeli footballer","Haim Revivo"
"27922196","Adam Nicol","rugby union player (1997-)","Adam Nicol"
"2393995","Carel Philip Sluiter","Dutch biologist and anatomist",""
"30074796","Claudio Mezzetti","economist (University of Queensland)",""
"192108","DJ BoBo","Swiss singer, rapper and dancer","DJ BoBo"
"7839614","Trey Smith","author",""
"42800648","Russell Poulter","New Zealand mycologist (1944–2021)",""
"106396524","Stephen Graham","medical researcher",""
"23874827","Marsai Martin","American actress","Marsai Martin"
"61949079","Scooter Corkle","Canadian writer and director",""
"358437","Bill Nelson","American politician, attorney and NASA administrator","Bill Nelson"
"21516293","James A. Murray","botanist, chemist and lichenologist (1923-1961)",""
"2475490","Ulrich-Walter Gans","German art historian and archaeologist",""
"96638394","Emma Stoneman","New Zealand water polo player",""
"107560806","Samuel ""Sam"" Smith","American reality television participant",""
"76186593","Henry William Ensor Thomas","(born 2012)",""
"5228912","Dave Harbour","American football player","Dave Harbour"
"106543540","Sam Bankman-Fried","American entrepreneur and investor","Sam Bankman-Fried"
"47813270","Mehmet Ozgür Erdogan","researcher",""
"47543576","Philippos Tsalachouris","Greek composer",""
"21454947","Ian Hartshorne","",""
"17378074","Tom Hart","father of Anthony and Carey Hart",""
"814","Coco Austin","American television personality","Coco Austin"
"2057275","Patricia Schlesinger","German television presenter and journalist","Patricia Schlesinger"
"58070","Ernst August, Prince of Hanover","Hanoverian prince; current head of the House of Hanover (born 1954)","Prince Ernst August of Hanover (born 1954)"
"556852","Louis","Count of Vendôme and Chartres","Louis, Count of Vendôme"
"688535","Thomas Müller","West German Nordic combined skier","Thomas Müller (skier)"
"102245322","Armin Rohde","Dr. rer. pol. Gottfried Wilhelm Leibniz Universität Hannover 1984",""
"3507831","Emma Behn","Norwegian show jumper, youngest child of Princess Märtha Louise of Norway and Ari Behn","Emma Tallulah Behn"
"92463701","Eric Luke Trump","",""
"30517950","William C Nelson","researcher",""
"109712508","Miroslav Němeček","",""
"57889207","Meghan A Bohren","researcher ORCID ID = 0000-0002-4179-4682",""
"5993079","Ronaldo Morais Silva","Olympic footballer","Ronaldo Moraes"
"54358761","Roger Craver","","Roger Craver"
"110087675","Joe Jonas","South African rugby union player","Joe Jonas (rugby union)"
"23198002","Lilly Becker","Dutch model",""
"4721504","Alexis Ohanian","American businessman","Alexis Ohanian"
"41351","Jodie Foster","American actress and filmmaker (born 1962)","Jodie Foster"
"100789678","Joe Fisher","college basketball player (1983–1984) Northern Illinois",""
"21706297","Irene Montero","Spanish politician","Irene Montero"
"741375","Gaspard Dughet","French painter (1613-1675)","Gaspard Dughet"
"75622190","Louise Alice Curley","(born 1967)",""
"846878","Leslie Santos","Hong Kong footballer","Leslie Santos"
"86494412","Rania M Salama","researcher",""
"50298108","Theodor Franz Zimmermann","Austrian painter and illustrator (1808-1880)",""
"85907727","Elif Gökçe","Turkish scientist, academic and researcher",""
"65029741","Li Qiang","Chinese association football player","Li Qiang (footballer)"
"59880107","Morgan V. Evans","researcher ORCID ID = 0000-0002-4407-6205",""
"1890062","Manfred Weber-Wien","Austrian painter",""
"123309","Matthias Brandt","German actor","Matthias Brandt"
"1201221","Detlef Bluhm","German publisher",""
"12390867","Jesús Mosquera Sueiro","",""
"76346566","Catherine Martin","Peerage person ID=704124",""
"91779684","Michelle Williams","Australian veterinary and food systems researcher",""
"6200445","Jimmy James","Dancer, dance teacher, cabaret proprietor","Jimmy James (dancer)"
"43911027","Patrick Stewart","person associated with the witch trials in Scotland",""
"20900225","Edward Zuckerberg","father of Mark Zuckerberg",""
"106028","Alex Jolig","German actor-singer","Alex Jolig"
"3183923","Joris Jarsky","Canadian actor","Joris Jarsky"
"106857666","Dambisa","Zambian singer-songwriter and a self-proclaimed queen of Dancehall.","Dambisa (singer)"
"75518984","James Murphy","Peerage person ID=190271",""
"77860528","Jorge Garcia Vidal","researcher ORCID: 0000-0001-5969-1182",""
"87876996","Gabriel T Kelly","researcher",""
"1745048","Klaus Ernst","Swiss psychiatrist (1924-2010)",""
"10293836","Hanson W. Baldwin","American journalist","Hanson W. Baldwin"
"20706960","Beth Mead","British association football player (born 1995)","Beth Mead"
"24572561","Morfydd Clark","Welsh actress","Morfydd Clark"
"724860","Robert Henri","American painter (1865-1929)","Robert Henri"
"76344021","Elizabeth Hutchinson Fearon","(1831-1899)",""
"100983906","Michael Jordan","college basketball player (2001–2001) New Mexico",""
"237889","Alexander II of Scotland","King of Scots 1214–1249","Alexander II of Scotland"
"7045356","Noah Becker","American-Canadian artist and jazz saxophonist","Noah Becker"
"194280","Hugh Hefner","American businessman and magazine publisher (1926-2017)","Hugh Hefner"
"297759","Béatrix Beck","French writer of Belgian origin","Béatrix Beck"
"19962971","Patrick Fabiano","Brazilian association football player","Patrick Fabiano"
"362500","Jared Harris","British actor","Jared Harris"
"433768","Eugénie Cotton","French scientist and women's rights activist","Eugénie Cotton"
"70717836","Ciara O' Sullivan","researcher (ORCID 0000-0003-2603-2230)",""
"75901597","Hugh Grant Dunbar","(died 1831)",""
"113558636","Mathilde","",""
"27510819","Jennifer Hudson videography","","Jennifer Hudson videography"
"5336342","Eddie Murphy","Irish hurler and pilates coach","Eddie Murphy (hurler)"
"105125","Alexandra Cordes","German writer of mainly romantic fiction","Alexandra Cordes"
"230203","Amy Poehler","American actress","Amy Poehler"
"10553569","Chris McDonald","English footballer (born 1975)","Chris McDonald (footballer)"
"132451","Jon Landau","American film producer","Jon Landau (film producer)"
"95482255","Grace Hightower","She worked as a librarian and served on the Georgia Department of Education’s school library unit from 1948-1976.",""
"56628242","Robert Horne-Payne","Canadian financier",""
"67452053","Chloe Fineman","American actress, writer, and comedian","Chloe Fineman"
"109147007","Sarah Lou","British Dead or Alive 4 player",""
"76275668","Martha Stewart","maternal grandmother of U.S. president Theodore Roosevelt",""
"108452472","Philip","Roman Catholic bishop",""
"80943428","Judy Williams","Professor of Academic Enhancement and Deputy Associate Dean for Staff Development at the University of Manchester",""
"1222584","Dieter P. Meier-Lenz","German writer (1930-2015)",""
"9439","Victoria","Queen of the United Kingdom from 1837 to 1901","Queen Victoria"
"59862415","Robert MacNaughton","researcher ORCID ID = 0000-0003-4013-6079",""
"57904651","Steven A.F. Smith","researcher, ORCID id # 0000-0002-6166-4949",""
"334242","Asghar Farhadi","Iranian screenwriter and film director","Asghar Farhadi"
"4060924","Aleksandr Ivanovich of Tver","",""
"1000048","Franz Zimmermann","German classical philologist",""
"84542308","Li-qiang Zheng","researcher",""
"313381","Tom Brady","American football player (born 1977)","Tom Brady"
"7434401","Scooter Ward","American singer","Scooter Ward"
"60545887","Meghan E Breitbach","",""
"15909275","Wang Yi","politician",""
"298209","Willow Smith","American singer (born 2000)","Willow Smith"
"4678868","Adam Clayton Powell IV","American politician","Adam Clayton Powell IV"
"46018465","Ronaldo C. Araujo","researcher",""
"106317173","Joel Greenberg","Seminole County, Florida tax collector","Joel Greenberg (politician)"
"30581582","Brandon Lee","American musician, songwriter, drummer and DJ",""
"27656294","Halsey K. Mohr","Canadian-American composer, songwriter, and lyricist who wrote comic songs in the vaudeville and Tin Pan Alley styles","Halsey K. Mohr"
"310637","Alexander Skarsgård","Swedish actor","Alexander Skarsgård"
"117268787","Patrick Stewart, of Glenbuckie","",""
"1190319","Josh Gad","American actor","Josh Gad"
"113652919","Oleksii Makeiev","Ukrainian diplomat","Oleksii Makeiev"
"111969646","Béatrix","",""
"76038694","Paul Barry Smith","(born 1959)",""
"65564664","Christian Baly","French politician",""
"42306609","Santina Maria Schrader","",""
"4129653","Penn Jillette","American magician","Penn Jillette"
"65565","Rudolf Roessler","German spy for the Soviet Union","Rudolf Roessler"
"75657624","Robert Blakeney","Peerage person ID=276645",""
"65937304","Joschka Knuth","",""
"104701638","Alexander Herrmann","holocaust victim, b. 1858-01-28",""
"5052807","Catherine Martin","Australian journalist (1919-2009)","Catherine Martin (journalist)"
"30218855","Damson Idris","British actor","Damson Idris"
"30134608","Josep Borrell Aloy","",""
"112435719","Michael Schumacher","",""
"6130905","James Cameron","American football coach","James Cameron (American football)"
"273662","Shalom Harlow","Canadian model and actress","Shalom Harlow"
"47288714","Felipe Menanteau","researcher",""
"16349","DeForest Kelley","American actor","DeForest Kelley"
"102173246","Martha Louise Abell","Ph.D. Georgia Institute of Technology 1989",""
"50881319","Milan Piqué Mebarak","son of Gerard Piqué and Shakira",""
"96318750","Peter Phillips","US jurist, Justice of the Rhode Island Supreme Court from 1780 to 1786","Peter Phillips (judge)"
"3105126","Giambattista Valli","Italian fashion designer","Giambattista Valli"
"1374169","Rolf de Heer","film director, writer, producer","Rolf de Heer"
"65965458","Florian Fischer","expert for Public Health",""
"3304418","Meghan, Duchess of Sussex","wife of Prince Harry, Duke of Sussex; former actress","Meghan, Duchess of Sussex"
"81938274","Pedro Sánchez","researcher (ORCID 0000-0003-1277-7776)",""
"3304492","Eugenio Derbez","Mexican actor and comedian","Eugenio Derbez"
"4501916","Leonid Khrushchev","Soviet pilot","Leonid Khrushchev"
"75307846","Elizabeth Christina Saunders","(born 1941)",""
"229159","Margaret, Maid of Norway","Queen of Scotland","Margaret, Maid of Norway"
"19971308","Christian Meyer","",""
"1139435","Robert Pine","American actor","Robert Pine"
"36815","Marteria","German rapper","Marteria"
"6831554","Michael Jackson","Canadian actor, grip and gaffer","Michael Jackson (actor)"
"79190010","Sonja K. Olsen","researcher ORCID ID=0000-0002-4352-140X",""
"110551613","Trevor Perkins","",""
"75551288","Rebecca Miller","(1674-1731)",""
"98431919","Joshua Billings","researcher",""
"154782","Adelbert von Chamisso","German poet and botanist (1781–1838)","Adelbert von Chamisso"
"11928470","Josep Borrell i Figuera","Spanish professor",""
"33262554","Algee Smith","American actor and singer","Algee Smith"
"7087452","Oliver Christianson","cartoonist","Oliver Christianson"
"96293","Bernd Althusmann","German politician, State Minister of Lower Saxony","Bernd Althusmann"
"80046","Charlize Theron","South African and American actress and producer (born 1975)","Charlize Theron"
"75721078","Catherine Martin","Peerage person ID=301679",""
"107365","Manuel Neuer","German association football player","Manuel Neuer"
"96739175","Martha Louise Mason","(1754-1823)",""
"61749236","Charles Rigon Matos","Brazilian professional footballer who plays for Sport Recife","Charles (footballer, born 1996)"
"18685547","Rosalie Craig","British actress","Rosalie Craig"
"76213233","Robin Margaret Linwood","Peerage person ID=608978",""
"80245159","Jesús Fernández-Lucas","researcher",""
"52159225","Journey River Green","son of American actors Megan Fox and Brian Austin Green",""
"220308","Seth Rogen","Canadian actor and stand-up comedian","Seth Rogen"
"444593","Gayle Rubin","American cultural anthropologist, activist, and feminist","Gayle Rubin"
"2470009","Carson Kressley","American television personality, fashion designer","Carson Kressley"
"55063570","Laurent Schoeffel","researcher",""
"61944321","John Choe Chang-hyeon","korean martyr, catholic blessed",""
"107123767","James Thomas Murphy","politician in Massachusetts, US (b. 1842)",""
"2783855","Kacey Musgraves","American singer (born 1988)","Kacey Musgraves"
"28536747","Mia Tindall","granddaughter of Anne, Princess Royal; great-granddaughter of Elizabeth II",""
"37840339","Adam Levine","researcher (ORCID 0000-0003-3982-3824)",""
"57327","Haji Hassanal Bolkiah","Sultan of Brunei since 1967","Hassanal Bolkiah"
"1666","Jacques Brel","Belgian singer (1929–1978)","Jacques Brel"
"2439474","Jean-Pierre Fiala","Cameroonian footballer","Jean-Pierre Fiala"
"75827311","Carlos Donal John O'Connell","(born 1963)",""
"6791245","Matthew Smith","Australian field hockey player","Matthew Smith (field hockey)"
"11668","Nikki Haley","American politician","Nikki Haley"
"63284609","Zoe Rachel Ash","researcher",""
"7291588","Randall Park","American actor, comedian, writer and director","Randall Park"
"160472","Marc-André ter Stegen","German footballer (born 1992)","Marc-André ter Stegen"
"3288486","Gustav Schwarzenegger","Austrian police chief, father of Arnold Schwarzenegger","Gustav Schwarzenegger"
"86607751","Charlene Rapsey","New Zealand clinical psychologist",""
"102249829","Thomas Müller","Dr. scient. math. Université de Fribourg 1986",""
"8003885","William","India politician","William (Vilavancode MLA)"
"253476","Christie Brinkley","American model","Christie Brinkley"
"25336699","Abdallah bin Khalid","Chairman of the King Khalid Foundation",""
"17410449","Brooklyn Beckham","English model and photographer","Brooklyn Beckham"
"7146928","Patrick Kelly","Irish politician, born 1875","Patrick Kelly (Irish politician)"
"18044972","Mina Khosrovani","actress","Mina Kavani"
"3182574","John Taylor","18th century pirate","John Taylor (pirate)"
"110805105","Catharine Daddario","sister of Alexandra Daddario",""
"75616483","Tony Hawkins","Peerage person ID=247294",""
"94938168","Johannes Vogel","Dr. rer. nat. Martin-Luther-Universität Halle-Wittenberg 1965",""
"102780232","Samuel Jay Ellis","Ph.D. Iowa State University 2017",""
"109560577","Anna Sorokina","Russian actress","Anna Sorokina (actress)"
"75791","Claudia Roth","German politician (1955-)","Claudia Roth"
"61889880","Michael Shannon","New Zealand artist",""
"1721282","Kai Böcking","German television presenter","Kai Böcking"
"106085669","Giovanni Angiolini Trapanese","campaign manager from the Netherlands",""
"471751","Tommy Lapid","Israeli radio and television presenter, journalist, and politician (1931-2008)","Tommy Lapid"
"108052510","Chris Cooper","football player (born 1994)",""
"43370983","Michael Müller","researcher (University of East Anglia)",""
"58069229","Friedrich Merz","",""
"50765258","Haven Warren","second-born daughter of American producer Cash Warren and actress Jessica Alba.",""
"12654698","Gabrielius Žemkalnis-Landsbergis","1929",""
"5336341","Eddie Murphy","American baseball player (1891-1969)","Eddie Murphy (baseball)"
